,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
RSHO_Angle,64.03,64.22,64.41,64.58500000000001,64.77,64.945,65.125,65.3,65.475,65.65,65.83,66.005,66.17999999999999,66.36,66.545,66.73,66.915,67.115,67.31,67.515,67.725,67.94,68.16499999999999,68.38499999999999,68.625,68.86500000000001,69.115,69.37,69.635,69.9,70.17,70.45,70.73,71.00999999999999,71.28,71.545,71.805,72.05000000000001,72.28,72.49000000000001,72.69,72.875,73.04499999999999,73.205,73.36,73.515,73.67,73.84,74.02,74.22999999999999,74.46000000000001,74.725,75.025,75.365,75.74000000000001,76.165,76.625,77.13,77.675,78.25999999999999,78.88,79.525,80.195,80.88,81.56,82.24,82.895,83.515,84.08500000000001,84.595,85.05000000000001,85.44,85.765,86.045,86.285,86.50999999999999,86.715,86.9,87.07499999999999,87.24000000000001,87.4,87.58,87.785,88.035,88.33,88.66,89.00999999999999,89.375,89.735,90.09,90.425,90.745,91.04499999999999,91.34,91.61,91.87,92.11000000000001,92.315,92.48,92.6,92.69
RELB_Angle,110.17,110.035,109.88499999999999,109.72,109.525,109.315,109.08500000000001,108.83000000000001,108.56,108.275,107.975,107.67,107.35499999999999,107.03,106.71000000000001,106.38,106.055,105.725,105.4,105.07,104.74,104.4,104.06,103.715,103.36,103.0,102.64,102.27,101.895,101.515,101.145,100.76,100.38,100.005,99.61500000000001,99.225,98.83,98.425,98.0,97.555,97.08500000000001,96.575,96.015,95.4,94.72,93.955,93.1,92.135,91.05,89.83,88.475,86.96,85.28999999999999,83.45,81.445,79.275,76.945,74.45,71.81,69.00999999999999,66.07,62.995000000000005,59.79,56.480000000000004,53.08,49.614999999999995,46.105000000000004,42.58,39.055,35.57,32.14,28.795,25.57,22.49,19.595,16.925,14.524999999999999,12.43,10.66,9.219999999999999,8.08,7.21,6.55,6.01,5.535,5.075,4.6000000000000005,4.09,3.5549999999999997,2.9749999999999996,2.375,1.7449999999999999,1.0949999999999998,0.43999999999999995,-0.18500000000000005,-0.7599999999999998,-1.235,-1.5899999999999999,-1.81,-1.8949999999999998,-1.8649999999999998
RWRI_Angle,-0.04500000000000001,-0.34500000000000003,-0.5449999999999999,-0.64,-0.615,-0.45999999999999996,-0.16999999999999993,0.2599999999999998,0.8200000000000003,1.505,2.285,3.15,4.055000000000001,4.9799999999999995,5.909999999999999,6.829999999999999,7.714999999999999,8.565000000000001,9.370000000000001,10.135000000000002,10.845,11.51,12.120000000000001,12.68,13.18,13.635000000000002,14.03,14.370000000000001,14.650000000000002,14.870000000000001,15.034999999999998,15.145,15.205,15.23,15.22,15.185,15.125,15.030000000000001,14.905000000000001,14.74,14.525,14.24,13.885,13.450000000000001,12.93,12.34,11.68,10.975,10.245000000000001,9.505,8.795,8.135,7.545,7.05,6.66,6.390000000000001,6.24,6.2,6.26,6.3950000000000005,6.58,6.795,7.005,7.18,7.29,7.32,7.24,7.055,6.754999999999999,6.345,5.835,5.24,4.5649999999999995,3.835,3.06,2.25,1.41,0.5550000000000002,-0.3100000000000003,-1.1800000000000002,-2.04,-2.8999999999999995,-3.745,-4.58,-5.385000000000001,-6.164999999999999,-6.905,-7.585,-8.2,-8.735,-9.19,-9.55,-9.81,-9.975,-10.055,-10.06,-10.01,-9.92,-9.81,-9.695,-9.59
RHIP_Angle,27.86,27.725,27.58,27.409999999999997,27.23,27.04,26.825000000000003,26.59,26.345,26.085,25.805,25.515,25.21,24.89,24.560000000000002,24.215,23.865000000000002,23.494999999999997,23.115,22.72,22.32,21.9,21.465,21.015,20.560000000000002,20.09,19.61,19.12,18.619999999999997,18.12,17.615,17.105,16.595,16.085,15.580000000000002,15.075,14.57,14.065000000000001,13.57,13.07,12.575,12.08,11.585,11.09,10.59,10.1,9.6,9.11,8.62,8.135,7.655,7.1850000000000005,6.725,6.28,5.859999999999999,5.46,5.085,4.74,4.42,4.13,3.865,3.635,3.4299999999999997,3.25,3.09,2.955,2.835,2.735,2.65,2.58,2.525,2.49,2.475,2.4699999999999998,2.495,2.5300000000000002,2.575,2.635,2.705,2.78,2.855,2.935,3.0149999999999997,3.09,3.17,3.24,3.315,3.38,3.445,3.505,3.56,3.625,3.685,3.755,3.83,3.9050000000000002,3.9850000000000003,4.074999999999999,4.175,4.279999999999999,4.395
RKNEE_Angle,77.61,77.63,77.605,77.535,77.41499999999999,77.25,77.035,76.775,76.46000000000001,76.105,75.7,75.25,74.745,74.2,73.605,72.96000000000001,72.27000000000001,71.53999999999999,70.76,69.94,69.075,68.175,67.23,66.255,65.245,64.19,63.1,61.974999999999994,60.815,59.61,58.364999999999995,57.075,55.739999999999995,54.355000000000004,52.92,51.43,49.89,48.29,46.635000000000005,44.925,43.16,41.335,39.46,37.53,35.56,33.545,31.5,29.43,27.34,25.25,23.18,21.134999999999998,19.145,17.21,15.355,13.595,11.94,10.4,8.98,7.685,6.5200000000000005,5.47,4.550000000000001,3.74,3.04,2.435,1.9249999999999998,1.5,1.14,0.855,0.62,0.445,0.31000000000000005,0.215,0.155,0.12,0.11,0.115,0.135,0.17,0.215,0.27,0.33499999999999996,0.405,0.48000000000000004,0.555,0.64,0.72,0.7949999999999999,0.865,0.935,0.99,1.04,1.085,1.115,1.1400000000000001,1.155,1.1600000000000001,1.1600000000000001,1.145,1.13
RANK_Angle,30.55,30.445,30.31,30.155,29.975,29.775,29.55,29.305,29.045,28.765,28.465,28.155,27.825,27.48,27.11,26.73,26.335,25.915,25.47,25.005000000000003,24.52,24.0,23.455,22.880000000000003,22.275,21.630000000000003,20.96,20.245,19.494999999999997,18.695,17.835,16.93,15.955,14.91,13.785,12.565000000000001,11.254999999999999,9.84,8.32,6.69,4.94,3.075,1.105,-0.9750000000000001,-3.155,-5.42,-7.765000000000001,-10.16,-12.59,-15.024999999999999,-17.45,-19.825,-22.134999999999998,-24.355,-26.455,-28.42,-30.235,-31.89,-33.375,-34.685,-35.825,-36.795,-37.61,-38.265,-38.78,-39.16,-39.425,-39.58,-39.644999999999996,-39.625,-39.54,-39.394999999999996,-39.205,-38.980000000000004,-38.72,-38.455,-38.18000000000001,-37.915,-37.66,-37.41,-37.18,-36.965,-36.755,-36.555,-36.36,-36.17,-35.989999999999995,-35.815,-35.655,-35.495,-35.35,-35.22,-35.11,-35.019999999999996,-34.955,-34.905,-34.885,-34.89,-34.915,-34.959999999999994,-35.03
TORSO_Angle,-1.865,-2.235,-2.5949999999999998,-2.95,-3.295,-3.6350000000000002,-3.96,-4.28,-4.595000000000001,-4.9,-5.205,-5.505,-5.795,-6.085,-6.375,-6.65,-6.93,-7.199999999999999,-7.46,-7.715,-7.955,-8.184999999999999,-8.41,-8.620000000000001,-8.825,-9.015,-9.2,-9.375,-9.55,-9.72,-9.89,-10.055,-10.23,-10.405000000000001,-10.575,-10.745,-10.925,-11.09,-11.265,-11.42,-11.575,-11.71,-11.835,-11.95,-12.045,-12.120000000000001,-12.175,-12.219999999999999,-12.25,-12.265,-12.27,-12.27,-12.260000000000002,-12.239999999999998,-12.219999999999999,-12.2,-12.18,-12.155000000000001,-12.14,-12.120000000000001,-12.105,-12.094999999999999,-12.09,-12.095,-12.11,-12.14,-12.175,-12.23,-12.295,-12.370000000000001,-12.46,-12.55,-12.645,-12.74,-12.82,-12.899999999999999,-12.96,-13.010000000000002,-13.04,-13.055,-13.055,-13.045,-13.02,-12.989999999999998,-12.95,-12.895,-12.82,-12.735,-12.629999999999999,-12.52,-12.395,-12.274999999999999,-12.145,-12.015,-11.885000000000002,-11.754999999999999,-11.625,-11.495000000000001,-11.364999999999998,-11.235,-11.115
RSHO_Velocity,225.135,220.92,216.83,212.89000000000001,209.10500000000002,205.435,201.84,198.245,194.59,190.805,186.815,182.565,178.0,173.13,167.985,162.595,157.015,151.28,145.445,139.59,133.79500000000002,128.16,122.755,117.61500000000001,112.725,108.035,103.46000000000001,98.92,94.325,89.61500000000001,84.765,79.765,74.645,69.44,64.22,59.095,54.22,49.755,45.89,42.775,40.575,39.41,39.394999999999996,40.605000000000004,43.095,46.870000000000005,51.9,58.105000000000004,65.395,73.66999999999999,82.78999999999999,92.61500000000001,103.005,113.815,124.92,136.19,147.51999999999998,158.75,169.70499999999998,180.16,189.92000000000002,198.775,206.565,213.175,218.495,222.47500000000002,225.09,226.37,226.33999999999997,224.97,222.125,217.485,210.615,200.995,188.19,172.125,153.305,132.91500000000002,112.525,93.7,77.77,65.64,57.66499999999999,53.44500000000001,52.05,52.345,53.3,54.13,54.4,53.905,52.625,50.465,47.15,42.25,35.42,26.665,16.46,5.63,-4.94,-14.53,-22.625
RELB_Velocity,-9.635,-10.48,-11.175,-11.65,-11.86,-11.775,-11.35,-10.59,-9.514999999999999,-8.15,-6.5649999999999995,-4.8100000000000005,-2.9800000000000004,-1.1500000000000004,0.6050000000000004,2.205,3.59,4.73,5.6,6.210000000000001,6.584999999999999,6.744999999999999,6.73,6.564999999999998,6.279999999999999,5.905000000000001,5.479999999999999,5.0550000000000015,4.664999999999999,4.370000000000001,4.205,4.205,4.399999999999999,4.8149999999999995,5.470000000000001,6.404999999999998,7.639999999999999,9.219999999999999,11.174999999999999,13.584999999999999,16.53,20.120000000000005,24.450000000000003,29.615,35.67,42.660000000000004,50.565000000000005,59.330000000000005,68.85499999999999,78.97,89.51500000000001,100.295,111.125,121.88000000000001,132.5,142.99,153.36,163.60500000000002,173.685,183.53,193.0,201.87499999999997,209.84500000000003,216.58000000000004,221.76,225.12500000000003,226.47500000000002,225.71499999999997,222.83,217.92000000000002,211.14,202.645,192.535,180.745,166.865,150.135,129.915,106.31,80.66,55.285,32.905,16.020000000000003,6.220000000000006,3.6300000000000026,7.1200000000000045,14.920000000000002,25.245000000000005,36.61,47.89,58.285000000000004,67.215,74.14,78.45,79.43,76.51,69.58500000000001,59.25,46.68,33.24,20.1,8.12
RWRI_Velocity,71.725,55.055,37.004999999999995,17.294999999999995,-4.174999999999997,-27.239999999999995,-51.39,-75.72999999999999,-99.00999999999999,-119.905,-137.29,-150.54500000000002,-159.605,-164.8,-166.695,-165.9,-162.99,-158.415,-152.525,-145.565,-137.805,-129.5,-120.845,-111.905,-102.555,-92.60000000000001,-81.915,-70.53500000000001,-58.675000000000004,-46.785,-35.415000000000006,-25.069999999999997,-16.03,-8.280000000000001,-1.5300000000000011,4.650000000000002,10.764999999999997,17.474999999999998,25.474999999999998,35.335,47.26,61.04,76.08,91.50999999999999,106.27000000000001,119.25,129.41000000000003,135.82999999999998,137.815,134.92,127.03500000000001,114.44500000000001,97.78999999999999,78.0,56.245,33.845,12.21,-7.330000000000002,-23.64,-35.755,-42.885,-44.475,-40.335,-30.76,-16.525,1.254999999999999,21.295,42.3,63.045,82.51,99.95,114.94,127.35499999999999,137.325,145.195,151.35999999999999,156.14499999999998,159.65,161.875,162.915,162.94,162.115,160.47,157.89,154.015,148.255,140.135,129.53,116.765,102.245,86.28999999999999,69.185,51.51,34.35000000000001,18.96,6.280000000000001,-3.3249999999999957,-9.975000000000001,-13.934999999999995,-15.475000000000001,-15.0
